Id,SalePrice
1660,155505.95
1661,403270.7
1662,390853.0
1663,363277.75
1664,394266.75
1665,305100.53
1666,310367.7
1667,365944.28
1668,321174.38
1669,304800.94
1670,332383.53
1671,266148.03
1672,409808.28
1673,283429.9
1674,259078.98
1675,186753.5
1676,195315.77
1677,217436.66
1678,391911.22
1679,377728.78
1680,312618.0
1681,245098.73
1682,309099.75
1683,174904.86
1684,168612.14
1685,174784.45
1686,166562.12
1687,168365.16
1688,183425.75
1689,186432.69
1690,183489.47
1691,180367.97
1692,262450.06
1693,168597.78
1694,190119.72
1695,170776.27
1696,285196.2
1697,177827.27
1698,358580.62
1699,333302.94
1700,252025.25
1701,256196.92
1702,233270.67
1703,243810.72
1704,286073.44
1705,238101.22
1706,374563.94
1707,226694.78
1708,227045.42
1709,286769.1
1710,225346.4
1711,282306.84
1712,249892.64
1713,257163.38
1714,221332.88
1715,211546.89
1716,184981.4
1717,168336.89
1718,131756.98
1719,207550.66
1720,246563.42
1721,169450.69
1722,125460.61
1723,153319.69
1724,219698.5
1725,231624.11
1726,186906.19
1727,162162.0
1728,177111.77
1729,165837.64
1730,165800.12
1731,114626.95
1732,123663.164
1733,107451.266
1734,123190.07
1735,135468.39
1736,113667.4
1737,344017.4
1738,216342.38
1739,255986.45
1740,183795.03
1741,185638.23
1742,175364.3
1743,168810.44
1744,314948.22
1745,246954.84
1746,256438.05
1747,211233.9
1748,214950.19
1749,155354.55
1750,132341.05
1751,230598.83
1752,117460.2
1753,125161.695
1754,198486.06
1755,168221.73
1756,125808.48
1757,122740.766
1758,145111.7
1759,170171.94
1760,156073.61
1761,137839.89
1762,160105.16
1763,171702.98
1764,113849.44
1765,162598.64
1766,175574.02
1767,208455.97
1768,144793.52
1769,154247.05
1770,144238.66
1771,132515.12
1772,139607.38
1773,137707.9
1774,117735.664
1775,140244.92
1776,129233.43
1777,117840.414
1778,132941.08
1779,111161.55
1780,182990.69
1781,133553.1
1782,92910.85
1783,130224.77
1784,94206.72
1785,113370.73
1786,147580.36
1787,172633.66
1788,54483.125
1789,93460.64
1790,82031.46
1791,174243.8
1792,155569.8
1793,138179.56
1794,147855.08
1795,138012.62
1796,124361.64
1797,122515.586
1798,131147.23
1799,119673.35
1800,135645.48
1801,131326.83
1802,137490.02
1803,141609.5
1804,141527.98
1805,135375.44
1806,110117.61
1807,131847.34
1808,119494.805
1809,115101.26
1810,147860.23
1811,100595.85
1812,105088.15
1813,127832.06
1814,92113.48
1815,53483.184
1816,93595.46
1817,113165.81
1818,132602.6
1819,115637.7
1820,63659.51
1821,122256.445
1822,147572.28
1823,42246.695
1824,143578.94
1825,143070.38
1826,100592.45
1827,100507.83
1828,141429.61
1829,106126.47
1830,147781.44
1831,154915.33
1832,91996.1
1833,143568.11
1834,130281.8
1835,154454.05
1836,133624.9
1837,82589.48
1838,132496.06
1839,70567.95
1840,178903.25
1841,150499.56
1842,78367.41
1843,128878.99
1844,137311.6
1845,140787.25
1846,154432.77
1847,154123.7
1848,42123.875
1849,109966.21
1850,123773.14
1851,152412.8
1852,128817.34
1853,138020.02
1854,173051.34
1855,138396.64
1856,227730.19
1857,163078.8
1858,135743.62
1859,119099.05
1860,151499.23
1861,119056.61
1862,282897.75
1863,273203.4
1864,273202.78
1865,292910.06
1866,315561.88
1867,239613.6
1868,298242.84
1869,202329.97
1870,261611.8
1871,252537.16
1872,165788.02
1873,240053.31
1874,135948.05
1875,207344.72
1876,193451.78
1877,210114.28
1878,210378.25
1879,132004.89
1880,138575.66
1881,233285.66
1882,242621.23
1883,201726.78
1884,210597.81
1885,253908.03
1886,308824.78
1887,194888.08
1888,264995.62
1889,156725.17
1890,136460.38
1891,140646.94
1892,105009.664
1893,133369.17
1894,120102.98
1895,142712.1
1896,123696.52
1897,108040.15
1898,101895.62
1899,153666.52
1900,156085.27
1901,178664.34
1902,120878.48
1903,210852.89
1904,145848.92
1905,189897.84
1906,170801.31
1907,204459.72
1908,123591.46
1909,138843.28
1910,119655.08
1911,206667.67
1912,283174.5
1913,138388.44
1914,58040.703
1915,324649.16
1916,66054.81
1917,270282.0
1918,140501.53
1919,162358.33
1920,131299.73
1921,376341.62
1922,307937.94
1923,208868.2
1924,229081.48
1925,219220.17
1926,373334.16
1927,142995.61
1928,160117.56
1929,125272.04
1930,139016.89
1931,142929.86
1932,140136.23
1933,185667.16
1934,186027.66
1935,176454.17
1936,193767.8
1937,181222.4
1938,165708.84
1939,258748.8
1940,174844.4
1941,171318.16
1942,193890.3
1943,195042.5
1944,326827.6
1945,384668.56
1946,153843.45
1947,314913.8
1948,157427.17
1949,254522.47
1950,186094.34
1951,287158.1
1952,241688.52
1953,170065.12
1954,183618.33
1955,128461.45
1956,261583.02
1957,159211.97
1958,314649.97
1959,131074.61
1960,114764.8
1961,110274.68
1962,96063.99
1963,104037.66
1964,111882.75
1965,156719.92
1966,154164.9
1967,315349.06
1968,393973.12
1969,380448.62
1970,404046.0
1971,397032.9
1972,366977.47
1973,264148.8
1974,310392.5
1975,395404.8
1976,281929.4
1977,374436.47
1978,390300.75
1979,335316.78
1980,194504.58
1981,338869.66
1982,242336.28
1983,209544.02
1984,165494.1
1985,211195.08
1986,210915.86
1987,188668.56
1988,177970.55
1989,183666.31
1990,220212.48
1991,232872.7
1992,218144.0
1993,167644.64
1994,236510.2
1995,179036.88
1996,233998.0
1997,337410.78
1998,345660.47
1999,258144.97
2000,305693.84
2001,262921.0
2002,241776.14
2003,258280.48
2004,280488.84
2005,229659.03
2006,244311.06
2007,242789.3
2008,213921.97
2009,193796.33
2010,182570.55
2011,134031.47
2012,174312.25
2013,183398.83
2014,189218.48
2015,200087.94
2016,199326.75
2017,200501.33
2018,115011.92
2019,124049.44
2020,121130.27
2021,105021.73
2022,172785.1
2023,138089.78
2024,225377.6
2025,334027.56
2026,172783.83
2027,148751.9
2028,149319.73
2029,180235.0
2030,278196.3
2031,232278.53
2032,266301.34
2033,253107.11
2034,159897.92
2035,220591.7
2036,182854.56
2037,189174.14
2038,298212.8
2039,213126.55
2040,350778.03
2041,260002.4
2042,199648.45
2043,174486.98
2044,155171.95
2045,213903.83
2046,129773.07
2047,148657.36
2048,138485.12
2049,121628.414
2050,177842.89
2051,102005.695
2052,132840.8
2053,148313.75
2054,86973.64
2055,156082.17
2056,133611.39
2057,124154.195
2058,236611.92
2059,111877.84
2060,164271.66
2061,185363.11
2062,136258.9
2063,118778.12
2064,146653.25
2065,127787.29
2066,180801.27
2067,124632.54
2068,120705.03
2069,80923.19
2070,114673.03
2071,89487.27
2072,126881.27
2073,135206.81
2074,181349.03
2075,149981.66
2076,124273.27
2077,151401.83
2078,132611.69
2079,127451.78
2080,122064.805
2081,122601.414
2082,135733.55
2083,143129.03
2084,113530.055
2085,131084.8
2086,132675.67
2087,115692.6
2088,105702.305
2089,87248.84
2090,127560.59
2091,128304.39
2092,130510.336
2093,120243.9
2094,135791.86
2095,150230.3
2096,75531.51
2097,97501.04
2098,150596.56
2099,55979.406
2100,106838.17
2101,127337.11
2102,129089.74
2103,101516.734
2104,123705.51
2105,125680.46
2106,79197.766
2107,226866.45
2108,120929.19
2109,121268.72
2110,132693.31
2111,148586.42
2112,135402.34
2113,120837.625
2114,112462.72
2115,153291.97
2116,121099.92
2117,151797.2
2118,115844.44
2119,101793.33
2120,106743.42
2121,125948.29
2122,108644.9
2123,80485.37
2124,173417.1
2125,120466.836
2126,158084.22
2127,152614.06
2128,126900.836
2129,97017.4
2130,146317.77
2131,157266.02
2132,109640.53
2133,115262.26
2134,118572.74
2135,101297.96
2136,70674.46
2137,107991.375
2138,138850.83
2139,153168.42
2140,141398.39
2141,134547.9
2142,132199.0
2143,138643.4
2144,120496.77
2145,136343.55
2146,170637.69
2147,149066.27
2148,123857.26
2149,142957.23
2150,243830.75
2151,119486.16
2152,183756.02
2153,146198.08
2154,115184.914
2155,137456.78
2156,213752.42
2157,229013.89
2158,246351.97
2159,216043.98
2160,173800.16
2161,242220.42
2162,355728.88
2163,319980.66
2164,254138.2
2165,184674.6
2166,145369.77
2167,205648.53
2168,215098.53
2169,188970.73
2170,219849.5
2171,148241.42
2172,135743.12
2173,157103.86
2174,233882.34
2175,302756.47
2176,339272.88
2177,247473.48
2178,213533.84
2179,142881.6
2180,185857.89
2181,190789.42
2182,227573.36
2183,197912.2
2184,130548.305
2185,101158.484
2186,142577.33
2187,156973.05
2188,157925.73
2189,200877.73
2190,80816.85
2191,83355.64
2192,93287.46
2193,98348.6
2194,104783.11
2195,108770.65
2196,104526.14
2197,114143.7
2198,153122.95
2199,176501.23
2200,141135.06
2201,138049.77
2202,212046.48
2203,160063.6
2204,182223.98
2205,123713.22
2206,147535.48
2207,239741.78
2208,236918.95
2209,207864.19
2210,124729.13
2211,108619.625
2212,112009.73
2213,107173.95
2214,134636.08
2215,99784.0
2216,147713.12
2217,82427.41
2218,80563.73
2219,65805.26
2220,73508.28
2221,325098.1
2222,250898.52
2223,272961.84
2224,206562.58
2225,124798.29
2226,174708.7
2227,195639.84
2228,276871.3
2229,247290.64
2230,166496.95
2231,217717.64
2232,172394.83
2233,177458.53
2234,255665.84
2235,207853.06
2236,261450.6
2237,355661.2
2238,205852.88
2239,106998.86
2240,164292.06
2241,149430.88
2242,129224.38
2243,125399.586
2244,101113.21
2245,99080.42
2246,152003.7
2247,106356.76
2248,126470.805
2249,126303.94
2250,137044.58
2251,128573.234
2252,179074.06
2253,164026.34
2254,180943.84
2255,197574.56
2256,185122.78
2257,184306.52
2258,172488.22
2259,176689.28
2260,161283.28
2261,172876.38
2262,196299.28
2263,330770.06
2264,392976.03
2265,160078.47
2266,293123.94
2267,346736.28
2268,374524.4
2269,157143.14
2270,186007.38
2271,258106.56
2272,192649.72
2273,168270.12
2274,180191.62
2275,166745.14
2276,184078.52
2277,184842.6
2278,158746.0
2279,122725.81
2280,124954.984
2281,177701.97
2282,181473.55
2283,96153.68
2284,107564.42
2285,144062.31
2286,126511.79
2287,348166.88
2288,256690.72
2289,377036.94
2290,405227.06
2291,312325.53
2292,394514.62
2293,405125.72
2294,410909.25
2295,400828.75
2296,269646.38
2297,303524.84
2298,315195.16
2299,381565.7
2300,328223.0
2301,284881.44
2302,240684.67
2303,243484.28
2304,231605.44
2305,176662.83
2306,176388.27
2307,192070.14
2308,211458.1
2309,291711.5
2310,220132.55
2311,187391.47
2312,174118.69
2313,174291.25
2314,168508.39
2315,170909.66
2316,185529.42
2317,181214.77
2318,181506.64
2319,178078.81
2320,185394.69
2321,260980.11
2322,163343.84
2323,185712.98
2324,168595.6
2325,206784.7
2326,166627.83
2327,219416.39
2328,235641.55
2329,187595.67
2330,174489.61
2331,382957.97
2332,360001.75
2333,334013.06
2334,264971.7
2335,252366.84
2336,327310.22
2337,214081.19
2338,296277.16
2339,209623.16
2340,391729.0
2341,209277.02
2342,240209.38
2343,227305.48
2344,238534.62
2345,234283.75
2346,211931.67
2347,206836.19
2348,250113.38
2349,150754.11
2350,294759.06
2351,264344.5
2352,235276.5
2353,220279.48
2354,130779.8
2355,149994.34
2356,149876.94
2357,198236.86
2358,196973.58
2359,132535.12
2360,120355.0
2361,140189.08
2362,279473.25
2363,141691.16
2364,163496.78
2365,254644.08
2366,176601.36
2367,213310.98
2368,207114.33
2369,217414.48
2370,174796.88
2371,173113.23
2372,185202.78
2373,263343.25
2374,281647.28
2375,255748.36
2376,273630.6
2377,324302.56
2378,142319.28
2379,197282.72
2380,143880.66
2381,152288.92
2382,195593.94
2383,206797.34
2384,256892.7
2385,160736.1
2386,134335.45
2387,139619.66
2388,103356.59
2389,126866.09
2390,144463.47
2391,137602.08
2392,122872.57
2393,162492.39
2394,146029.89
2395,190185.86
2396,142491.17
2397,215422.61
2398,120619.63
2399,65168.945
2400,62970.977
2401,115202.73
2402,134611.14
2403,128303.29
2404,144156.53
2405,167977.94
2406,140737.73
2407,131110.25
2408,148951.5
2409,132892.7
2410,169465.83
2411,118294.6
2412,167449.16
2413,137962.16
2414,135073.42
2415,123232.67
2416,130218.12
2417,132632.67
2418,124697.13
2419,133008.08
2420,124124.92
2421,154529.56
2422,120883.01
2423,133711.36
2424,158404.28
2425,140095.6
2426,120552.46
2427,139330.36
2428,162997.1
2429,111848.44
2430,128494.984
2431,94602.38
2432,141537.52
2433,143988.73
2434,141125.95
2435,147759.28
2436,110671.18
2437,109947.65
2438,119969.94
2439,96936.04
2440,120673.32
2441,97216.99
2442,99494.35
2443,121429.44
2444,128212.15
2445,78562.96
2446,129084.75
2447,220497.56
2448,141254.38
2449,120147.89
2450,149379.4
2451,129419.336
2452,186164.61
2453,93745.71
2454,139634.6
2455,105405.945
2456,141514.36
2457,127586.35
2458,121165.2
2459,111012.58
2460,135507.92
2461,127584.516
2462,143912.7
2463,118619.67
2464,156040.86
2465,133749.19
2466,103882.14
2467,163907.45
2468,77230.62
2469,87114.35
2470,182099.02
2471,205830.83
2472,172826.88
2473,116195.22
2474,99580.01
2475,224449.67
2476,117946.8
2477,126193.85
2478,152918.36
2479,119807.14
2480,157535.0
2481,104571.83
2482,134119.84
2483,116277.445
2484,116853.72
2485,131659.94
2486,160404.11
2487,176202.31
2488,162975.44
2489,145990.64
2490,159271.0
2491,76547.65
2492,178317.6
2493,141756.97
2494,161850.64
2495,83716.02
2496,234461.42
2497,151030.66
2498,111248.945
2499,99870.266
2500,132393.4
2501,141931.7
2502,146134.38
2503,96145.21
2504,189366.69
2505,232338.7
2506,264429.94
2507,302130.06
2508,251251.28
2509,220210.16
2510,226770.42
2511,179970.84
2512,220807.03
2513,215422.81
2514,253074.72
2515,152960.17
2516,158292.7
2517,141760.5
2518,148496.08
2519,228388.83
2520,213291.5
2521,184626.69
2522,217072.0
2523,120816.06
2524,140357.66
2525,149783.3
2526,138423.61
2527,108947.49
2528,125574.06
2529,134446.23
2530,115003.44
2531,227120.92
2532,226323.31
2533,198218.62
2534,248028.97
2535,305617.78
2536,249087.66
2537,225420.47
2538,184550.42
2539,188487.42
2540,176256.88
2541,181232.72
2542,151868.0
2543,121310.22
2544,131425.48
2545,130927.945
2546,136998.25
2547,141811.11
2548,152106.28
2549,160276.78
2550,182945.6
2551,141408.05
2552,127680.98
2553,77924.89
2554,113532.49
2555,116858.055
2556,103280.25
2557,112823.58
2558,156114.12
2559,135796.66
2560,139417.69
2561,151479.61
2562,142362.44
2563,160634.55
2564,180606.98
2565,131710.42
2566,160458.81
2567,137791.02
2568,188998.88
2569,204814.9
2570,125287.72
2571,163903.64
2572,160048.27
2573,243481.5
2574,294867.8
2575,125449.74
2576,125199.17
2577,160275.31
2578,87361.9
2579,78163.805
2580,129394.89
2581,127757.73
2582,112290.03
2583,309537.4
2584,162302.19
2585,168064.61
2586,207477.14
2587,196449.25
2588,150665.36
2589,151254.28
2590,232766.23
2591,223799.86
2592,218417.62
2593,274347.7
2594,181294.3
2595,205955.64
2596,332677.9
2597,173874.64
2598,291801.62
2599,311795.28
2600,142268.53
2601,143060.8
2602,83331.16
2603,96709.15
2604,84858.5
2605,73008.0
2606,147732.17
2607,177004.4
2608,211693.81
2609,163864.83
2610,116172.55
2611,142808.1
2612,152382.8
2613,131232.33
2614,129599.836
2615,151410.81
2616,143064.36
2617,157552.14
2618,173073.39
2619,209799.78
2620,192437.81
2621,173760.17
2622,181899.84
2623,230442.44
2624,290309.72
2625,326574.03
2626,165605.17
2627,171776.8
2628,402208.34
2629,416649.97
2630,359831.88
2631,403724.03
2632,394390.6
2633,324540.94
2634,374961.06
2635,163753.16
2636,191373.0
2637,178411.77
2638,255028.52
2639,186988.23
2640,156754.19
2641,106999.0
2642,190914.58
2643,107350.62
2644,125589.58
2645,100232.96
2646,94352.04
2647,99184.94
2648,137961.2
2649,149046.94
2650,144634.16
2651,149979.61
2652,392318.47
2653,237562.02
2654,232508.86
2655,369999.44
2656,335622.8
2657,313146.28
2658,278051.03
2659,307075.0
2660,361192.78
2661,340787.4
2662,355154.38
2663,297636.4
2664,286659.56
2665,316234.03
2666,289811.25
2667,168113.02
2668,180337.88
2669,173738.17
2670,290398.97
2671,177662.92
2672,182160.1
2673,208003.34
2674,203820.33
2675,176364.23
2676,185066.8
2677,190264.84
2678,270120.1
2679,285008.12
2680,276671.12
2681,356131.53
2682,338241.44
2683,399714.2
2684,309715.66
2685,362143.38
2686,268033.3
2687,335832.3
2688,218509.47
2689,204049.0
2690,410951.4
2691,194940.47
2692,129406.78
2693,190513.97
2694,127750.4
2695,186575.52
2696,178633.75
2697,181144.3
2698,200310.3
2699,180249.23
2700,160316.62
2701,150872.27
2702,113401.22
2703,136319.94
2704,139483.81
2705,124220.62
2706,121069.33
2707,125605.16
2708,141696.6
2709,121552.94
2710,124519.43
2711,276217.78
2712,378618.88
2713,181097.94
2714,147450.64
2715,172370.89
2716,156901.78
2717,183952.12
2718,234227.38
2719,155827.58
2720,146905.47
2721,140956.77
2722,156839.61
2723,151416.34
2724,128537.01
2725,135189.94
2726,148928.19
2727,182425.38
2728,167968.33
2729,149063.98
2730,145702.19
2731,121637.51
2732,121183.74
2733,154914.02
2734,133574.34
2735,139826.84
2736,144502.22
2737,123317.94
2738,120892.0
2739,157987.36
2740,148959.94
2741,150387.2
2742,157382.67
2743,155261.66
2744,153716.02
2745,134785.22
2746,143370.9
2747,166794.3
2748,120459.33
2749,126261.28
2750,140366.28
2751,131985.78
2752,223119.6
2753,155627.67
2754,199902.17
2755,124868.72
2756,109661.73
2757,83724.27
2758,85452.336
2759,161340.2
2760,127960.58
2761,149194.55
2762,151216.03
2763,190482.97
2764,162002.67
2765,270100.44
2766,142730.36
2767,96849.99
2768,127709.93
2769,114245.31
2770,147185.0
2771,114289.734
2772,119237.414
2773,135845.77
2774,148660.64
2775,124492.29
2776,141902.8
2777,148506.75
2778,128178.23
2779,119110.24
2780,99073.6
2781,97412.45
2782,97215.35
2783,119821.15
2784,132863.66
2785,122815.984
2786,73691.55
2787,116513.2
2788,82195.15
2789,194951.39
2790,87018.61
2791,110712.27
2792,60460.613
2793,173084.16
2794,108725.23
2795,132981.72
2796,106559.14
2797,206197.17
2798,116802.86
2799,119585.56
2800,64125.254
2801,105854.44
2802,138333.7
2803,148022.39
2804,131481.81
2805,90313.875
2806,79291.875
2807,136528.8
2808,148239.55
2809,133587.98
2810,139975.11
2811,153814.38
2812,142984.3
2813,150168.67
2814,154365.88
2815,103203.58
2816,264885.97
2817,150195.88
2818,132105.3
2819,171230.95
2820,127087.01
2821,101084.46
2822,216010.02
2823,257374.31
2824,176515.64
2825,155407.42
2826,130051.85
2827,136765.77
2828,203695.9
2829,179945.2
2830,216882.27
2831,182831.98
2832,217711.48
2833,296348.03
2834,216831.12
2835,218043.0
2836,188019.83
2837,170807.19
2838,143129.31
2839,175265.78
2840,198571.11
2841,204474.73
2842,218604.47
2843,154716.36
2844,162125.17
2845,122677.055
2846,215001.44
2847,204078.89
2848,223121.33
2849,210883.53
2850,283743.34
2851,237472.11
2852,216936.16
2853,243964.89
2854,140110.16
2855,201592.53
2856,203577.61
2857,186166.81
2858,200374.23
2859,133890.45
2860,130614.625
2861,113914.266
2862,199315.84
2863,125604.695
2864,260695.7
2865,138289.92
2866,130246.45
2867,96607.18
2868,96631.94
2869,110944.04
2870,137515.4
2871,103359.12
2872,53954.266
2873,104247.09
2874,140574.25
2875,121331.27
2876,151507.98
2877,144553.48
2878,180153.19
2879,138541.58
2880,100163.305
2881,149613.98
2882,172979.11
2883,183606.8
2884,188606.45
2885,207891.97
2886,225050.31
2887,102492.75
2888,126741.24
2889,54360.668
2890,80174.984
2891,136827.95
2892,55499.75
2893,98662.02
2894,48258.992
2895,335429.16
2896,277568.97
2897,210092.45
2898,148039.0
2899,212319.61
2900,166445.92
2901,193866.0
2902,174844.72
2903,359573.12
2904,350983.47
2905,109872.73
2906,194051.55
2907,116520.39
2908,131803.84
2909,133134.4
2910,79638.37
2911,84403.07
2912,154018.31
2913,88630.805
2914,73903.086
2915,79432.055
2916,84324.086
2917,160310.31
2918,115393.125
2919,226938.5
